opus_no,subpanel,coordinator_title,institution,name_short
10,ST2,prof.,"Uniwersytet Śląski w Katowicach, Wydział Matematyki, Fizyki i Chemii",Procesy transportu energii w układach kwantowych sprzężonych z termostatami
10,ST7,prof.,"Politechnika Wrocławska, Wydział Elektroniki Mikrosystemów i Fotoniki",Wpływ efektów piezotronicznych na działanie przyrządów elektronicznych wytwarzanych w nanostrukturach AIIIN
10,ST9,prof.,"Uniwersytet Mikołaja Kopernika, Wydział Fizyki, Astronomii i Informatyki Stosowanej",Nowa generacja modeli dynamo napędzanego promieniowaniem kosmicznym.
11,HS5,prof.,"Uniwersytet Wrocławski, Wydział Nauk Społecznych, Uniwersytet Wrocławski Wydział Nauk Społecznych",Instytucjonalizacja europejskiej ramy polityki integracji imigrantów w metropoliach Europy Środkowo-Wschodniej. Studia p...
11,NZ1,prof.,"Warszawski Uniwersytet Medyczny, I Wydział Lekarski",Zaawansowana analiza depozytów wapnia i czynników wzrostu w chrząstce nasadowej celem dokładnego poznania fizjologii kos...
11,NZ8,prof.,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Prawa i Administracji","Rozwój, agregacje larw oraz atraktanty chrząszcza nekrofagicznego z gatunku Necrodes littoralis (Linnaeus, 1758) (Silphi..."
11,ST2,prof.,"Uniwersytet Wrocławski, Wydział Fizyki i Astronomii",Badanie skorelowanych par nukleonów w oddziaływaniach neutrin
11,ST2,prof.,"Uniwersytet Marii Curie-Skłodowskiej w Lublinie, Wydział Matematyki, Fizyki i Informatyki",Nowe podejścia do teoretycznego wyznaczania stabilności egzotycznych jader atomowych z oszacowaniem niepewności modelowy...
11,ST4,prof.,"Uniwersytet Marii Curie-Skłodowskiej w Lublinie, Wydział Chemii",Weryfikacja mechanizmów wpływu pola magnetycznego na wodę i wodne roztwory wybranych elektrolitów w aspekcie osadzania s...
11,ST4,prof.,Instytut Rozrodu Zwierząt i Badań Żywności Polskiej Akademii Nauk,Warstwy redoks aktywne w badaniach procesów rozpoznawania anionów w roztworach wodnych
11,ST7,prof.,"Politechnika Poznańska, Wydział Elektroniki i Telekomunikacji",Pola komutacyjne dla nowoczesnych sieci telekomunikacyjnych
11,ST8,prof.,"Politechnika Lubelska, Wydział Budownictwa i Architektury",Wyznaczenie dynamicznej odpowiedzi nowoczesnych ceramicznych materiałów kompozytowych - modelowanie teoretyczne i weryfi...
11,ST9,prof.,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Fizyki",Rodziny planetek zbliżających się do Ziemi
12,HS1,prof.,"Uniwersytet Warszawski, Wydział Filozofii i Socjologii",Miejsce Kazimierza Twardowskiego w kulturze polskiej i filozofii europejskiej
12,HS3,prof.,"Uniwersytet Mikołaja Kopernika, Wydział Nauk Historycznych",Krypty grobowe kościoła pw. św. Franciszka z Asyżu w Krakowie w świetle badań interdyscyplinarnych
12,HS3,prof.,"Uniwersytet Warszawski, Wydział Historyczny","Galindzka nekropola. Cmentarzysko z okresu wpływów rzymskich i okresu wędrówek ludów w Miętkich, na zachodnich Mazurach..."
12,HS4,prof.,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Nauk Geograficznych i Geologicznych",Wymiar przestrzenny (r)ewolucji na rynku samochodowym w Polsce
12,HS5,prof.,"Uniwersytet Jagielloński, Wydział Studiów Międzynarodowych i Politycznych",Czy przyjęte standardy oraz doświadczenia Unii Europejskiej w zakresie ochrony środowiska naturalnego mogą znaleźć zasto...
12,NZ1,prof.,"Uniwersytet Opolski, Wydział Przyrodniczo-Techniczny",Molekularne mechanizmy selektywnego wprowadzania RNA do egzosomow
12,NZ3,prof.,Instytut Medycyny Doświadczalnej i Klinicznej im. Mirosława Mossakowskiego Polskiej Akademii Nauk,Patomechanizm choroby Charcot-Marie-Tooth typu 4A - w poszukiwaniu terapii
12,NZ7,prof.,"Uniwersytet Medyczny w Białymstoku, Wydział Farmaceutyczny z Oddziałem Medycyny Laboratoryjnej",Kannabidiol jako potencjalny czynnik terapeutyczny w łuszczycy oraz jego rola w stabilizacji fizjologicznego poziomu med...
12,NZ7,prof.,"Akademia Wychowania Fizycznego we Wrocławiu, Wydział Fizjoterapii",Wykorzystanie mechatronicznych kijów Nordic Walking w modelowaniu i ocenie rehabilitacji wybranych grup chorych
12,ST1,prof.,"Uniwersytet Wrocławski, Wydział Matematyki i Informatyki","Nielokalne zagadnienia paraboliczne: regularność rozwiązań, wybuchy, osobliwości"
12,ST2,prof.,Instytut Fizyki Polskiej Akademii Nauk,Wpływ topologii sieci mikrofalowych symulujących grafy kwantowe na ich właściwości spektralne i rozproszeniowe oraz na p...
12,ST4,prof.,"Uniwersytet Mikołaja Kopernika, Wydział Fizyki, Astronomii i Informatyki Stosowanej",Strukturalne determinanty optycznej kontroli wydzielania insuliny i neuroliginy poprzez fotoaktywne ligandy białek.
12,ST8,prof.,"Uniwersytet Śląski w Katowicach, Wydział Matematyki, Fizyki i Chemii",Nowe konstrukcje polimerowe do budowy ogniw fotowoltaicznych
13,HS3,prof.,"Uniwersytet Mikołaja Kopernika, Wydział Nauk Historycznych",Koń w Polsce wczesnopiastowskiej i dzielnicowej. Studium interdyscyplinarne
13,NZ2,prof.,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Biologii",Identyfikacja i adnotacja funkcjonalna taksonomicznie-specyficznych genów bakterii
13,NZ3,prof.,"Uniwersytet Gdański, Międzyuczelniany Wydział Biotechnologii Uniwersytetu Gdańskiego i Gdańskiego Uniwersytetu Medycznego",Rola acylotransferaz acylo-CoA:lizofosfatydyloetanoloamina (LPEAT) w regulacji wzrostu roślin
13,NZ4,prof.,Instytut Biochemii i Biofizyki Polskiej Akademii Nauk,Rola białek z rodziny ALKBH w rozwoju otyłości i cukrzycy typu 2 na modelu świni
13,NZ5,prof.,"Uniwersytet Medyczny w Łodzi, Wydział Lekarski, III Katedra Pediatrii - Katedra Alergologii i Gastroenterologii Dziecięcej",Wpływ ekspozycji na czynniki związane ze stylem życia matek w czasie ciąży oraz ekspozycji po urodzeniu na rozwój astmy ...
13,NZ7,prof.,"Akademia Wychowania Fizycznego im. Eugeniusza Piaseckiego w Poznaniu, Wydział Wychowania Fizycznego, Sportu i Rehabilitacji",Modulacja właściwości elektrofizjologicznych motoneuronów rdzenia kręgowego w następstwie przezrdzeniowej stymulacji prą...
13,NZ7,prof.,"Uniwersytet Jagielloński Collegium Medicum, Collegium Medicum, Wydział Farmaceutyczny","Nowe hybrydynowe związki z układem pirolidyno-2,5-dionu lub imidazolidyno-2,4-dionu i ich wpływ na aktywność w ośrodkowy..."
13,NZ7,prof.,"Uniwersytet Medyczny w Lublinie, Wydział Farmaceutyczny z Oddziałem Analityki Medycznej","Wpływ podania katynonów, na przykładzie mefedronu w okresie młodzieńczym i na fenotyp dorosłych osobników - przedkliniec..."
13,NZ9,prof.,"Uniwersytet Warmińsko-Mazurski w Olsztynie, Wydział Nauk o Środowisku",Małocząsteczkowe metabolity cyjanobakterii Morza Bałtyckiego jako potencjalne inhibitory funkcji mikroRNA
13,ST1,prof.,"Uniwersytet Szczeciński, Wydział Matematyczno-Fizyczny",Algebraiczne metody w problemie aproksymacji nieliniowych układów sterowalnych
13,ST10,prof.,"Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie, Wydział Geologii, Geofizyki i Ochrony Środowiska","""Modyfikowane montmorillonity jako sorbenty ditlenku węgla oraz jako: sorbenty mineralne, ziemie odbarwiające i kompozyt..."
13,ST10,prof.,Instytut Nauk Geologicznych Polskiej Akademii Nauk,Przedwaryscyjska ewolucja wybranych fragmentów peri-Gondwany: awalońsko-kadomskie podłoże waryscydów środkowoeuropejskic...
13,ST2,prof.,"Uniwersytet Warszawski, Wydział Fizyki",Kosmologia i fizyka wysokich energii jako narzędzia do poszukiwania oddziaływań poza Modelem Standardowym
13,ST2,prof.,Instytut Fizyki Polskiej Akademii Nauk,Krople kwantowe
13,ST3,prof.,Instytut Wysokich Ciśnień Polskiej Akademii Nauk,Ciecze w stanie krytycznym pod ciśnieniem: nie rozwiązane problemy i nowe wyzwania
13,ST3,prof.,Instytut Fizyki Polskiej Akademii Nauk,"Wzrost epitaksjalny oraz badania morfologiczne, optyczne i transportowe nanostruktur PbSnSe w aspekcie ich zastosowań do..."
13,ST4,prof.,Instytut Katalizy i Fizykochemii Powierzchni im. Jerzego Habera Polskiej Akademii Nauk,Surfaktanty i kopolimery czułe na zmiany pH jako komponenty do tworzenia nanonośników
13,ST5,prof.,"Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie, Wydział Energetyki i Paliw",Badania mechanizmu bezdodatkowego spiekania nanoproszków azotków metalicznych - od syntezy do kompozytowej nanoceramiki...
13,ST6,prof.,"Politechnika Śląska, Wydział Automatyki, Elektroniki i Informatyki",Analiza systemów kolejkowych z funkcją odrzucającą
13,ST7,prof.,"Politechnika Warszawska, Wydział Elektroniki i Technik Informacyjnych",Optymalizacja kierowania pakietów i szeregowania transmisji w kratowych sieciach radiowych z ruchem multicastowym
13,ST8,prof.,"Politechnika Łódzka, Wydział Mechaniczny",Dystorsyjno-zwichrzeniowa niestateczność cienkościennych profili kompozytowych o przekrojach otwartych
13,ST8,prof.,"Politechnika Śląska, Wydział Inżynierii Środowiska i Energetyki",Badanie procesu termicznej konwersji niesymetrycznych cząstek paliwa stałego
13,ST8,prof.,Instytut Fizyki Molekularnej Polskiej Akademii Nauk,"Nowe, protonowo przewodzące kompozyty nanokrystalicznej celulozy funkcjonalizowanej cząsteczkami heterocyklicznymi zawie..."
13,ST8,prof.,"Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie, Wydział Inżynierii Metali i Informatyki Przemysłowej",Stochastyczny model rozwoju mikrostruktury i własności metali poddawanych obróbce cieplnomechanicznej.
13,ST8,prof.,Instytut Metalurgii i Inżynierii Materiałowej im. Aleksandra Krupkowskiego Polskiej Akademii Nauk,Transport masy w przemianach fazowych na migrujących granicach wydzieleń nieciągłych-eksperyment vs. modelowanie.
13,ST8,prof.,"Politechnika Częstochowska, Wydział Inżynierii Mechanicznej i Informatyki",Pasywne metody kontroli turbulentnej warstwy przyściennej w pobliżu oderwania
14,HS5,prof.,"Uniwersytet Jagielloński, Wydział Prawa i Administracji, Wydział Prawa i Administracji",Architektura umysłu prawniczego
14,NZ3,prof.,Instytut Biologii Doświadczalnej im. M. Nenckiego Polskiej Akademii Nauk,Mechanizmy epigenetyczne determinujące upośledzoną odpowiedź komórek układu odpornościowego w złośliwych glejakach...
14,NZ5,prof.,"Gdański Uniwersytet Medyczny, Wydział Nauk o Zdrowiu z Oddziałem Pielęgniarstwa i Instytutem Medycyny Morskiej i Tropikalnej, Wydział Nauk o Zdrowiu z Oddziałem Pielęgniarstwa i Instytutem Medycyny Morskiej i Tropikalnej",Badanie potencjału rozrodczego komórek jajowych i zarodków z użyciem analizy proteomicznej płynu pęcherzykowego i hodowl...
14,NZ6,prof.,"Collegium Medicum, Wydział Lekarski, Collegium Medicum, Wydział Lekarski",Fenotyp makrofagów aktywowanych in vitro przez komponenty biofilmu bakterii izolowanych od pacjentów z mukowiscydozą. Oc...
14,NZ7,prof.,"Uniwersytet Medyczny w Łodzi, Międzywydziałowa Katedra Chemii i Biochemii Medycznej, Międzywydziałowa Katedra Chemii i Biochemii Medycznej",Ekspresja microRNA i jej wpływ na poziom białek o właściwościach neuroprotekcyjnych w patogenezie stwardnienia rozsianeg...
14,NZ8,prof.,"Uniwersytet Mikołaja Kopernika, Wydział Biologii i Ochrony Środowiska, Wydział Biologii i Ochrony Środowiska",Powrót wariancji: Wpływ zmienności czasowej i przestrzennej w strukturze meta-zespołów na różnorodność i funktjonowanie ...
14,NZ9,prof.,"Uniwersytet Przyrodniczy w Poznaniu, Wydział Nauk o Żywności i Żywieniu, Wydział Nauk o Żywności i Żywieniu",Badania nad mechanizmami przeciwcukrzycowych właściwości glikozydów stewiolowych (indywidualnie i w połączeniu z L-argin...
14,NZ9,prof.,"Uniwersytet Warmińsko-Mazurski w Olsztynie, Wydział Bioinżynierii Zwierząt, Wydział Bioinżynierii Zwierząt","Antyoksydacyjne i immunostymulujące oddziaływanie zróżnicowanych poziomów i wzajemnego stosunku lizyny,argininy i metion..."
14,NZ9,prof.,Instytut Rozrodu Zwierząt i Badań Żywności Polskiej Akademii Nauk,Wpływ dojrzałości plciowej i stymulacji hormonalnej na funkcję pecherzyków jajnikowych u loszek
14,ST10,prof.,Państwowy Instytut Geologiczny - Państwowy Instytut Badawczy,Rewizja podziału stratygraficznego i zasięgów zlodowaceń plejstocenu środkowego na zachodnim Polesiu (pogranicze polsko-...
14,ST10,prof.,"Wydział Nauk o Ziemi i Kształtowania Środowiska, Wydział Nauk o Ziemi i Kształtowania Środowiska",Gwałtowne ochłodzenia w trakcie ostatniego zlodowacenia w centralnej części Europejskiego Pasa Lessowego – w Polsce i w ...
14,ST3,prof.,"Wydział Fizyki, Wydział Fizyki",Zjawiska nierównowagowe i dynamika w układach nanoskopowych
14,ST4,prof.,Narodowy Instytut Leków,Badania mechanizmu alkilowania oligomerów DNA z użyciem nowych inhibitorów Top I z rodziny kamptotecyny metodami fizykoc...
14,ST4,prof.,"Uniwersytet Wrocławski, Wydział Chemii, Wydział Chemii",W kierunku lepszego zrozumienia widm NIR
14,ST4,prof.,"Uniwersytet Śląski w Katowicach, Wydział Matematyki, Fizyki i Chemii, Wydział Matematyki, Fizyki i Chemii","Otrzymywanie, stabilność, struktura i właściwości fizykochemiczne cieczy jonowych z nanostrukturami węglowymi jako mater..."
14,ST5,prof.,"Uniwersytet Warszawski, Wydział Chemii, Wydział Chemii",Kontrolowana emisja ciekłokrystalicznych nanomateriałów domieszkowanych jonami lantanowców
14,ST6,prof.,"Wydział Inżynierii Mechanicznej i Informatyki, Wydział Inżynierii Mechanicznej i Informatyki",Rozwój metod głębokiego uczenia sieci neuronowych
14,ST7,prof.,Instytut Biocybernetyki i Inżynierii Biomedycznej im. Macieja Nałęcza Polskiej Akademii Nauk,Optymalizacja stężenia dwuwęglanów w płynie dializacyjnym podczas hemodializy z wykorzystaniem modelowania matematyczneg...
14,ST7,prof.,"Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie, Wydział Elektrotechniki, Automatyki, Informatyki i Inżynierii Biomedycznej, Wydział Elektrotechniki, Automatyki, Informatyki i Inżynierii Biomedycznej","Analiza, rozpoznawanie i detekcja sygnałów, zorientowane zdarzeniowo"
14,ST8,prof.,Instytut Metalurgii i Inżynierii Materiałowej im. Aleksandra Krupkowskiego Polskiej Akademii Nauk,Wpływ rozkładu orientacji granic ziaren na przewodnictwo jonowe w tworzywach na bazie dwutlenku cyrkonu
14,ST8,prof.,"Wydział Technologii Chemicznej, Wydział Technologii Chemicznej",Nowa generacja jonożeli: materiały polimerowe tiol-en/ciecz jonowa otrzymywane in situ metodą fotopolimeryzacji
14,ST8,prof.,Instytut Metalurgii i Inżynierii Materiałowej im. Aleksandra Krupkowskiego Polskiej Akademii Nauk,Wpływ stężenia litu w stopach Pb-Li na zwilżalność oraz efektywność ekstrakcji metali cienkich warstw katalitycznych w p...
14,ST8,prof.,"Zachodniopomorski Uniwersytet Technologiczny w Szczecinie, Wydział Technologii i Inżynierii Chemicznej, Wydział Technologii i Inżynierii Chemicznej",Hybrydowe nanomateriały ditlenek tytanu-krzem otrzymane przez kalcynację w atmosferze gazów inertnych do zastosowań w oc...
14,ST8,prof.,"Zachodniopomorski Uniwersytet Technologiczny w Szczecinie, Wydział Technologii i Inżynierii Chemicznej, Wydział Technologii i Inżynierii Chemicznej",Badanie procesów zachodzących w układzie nanokrystaliczne żelazo / amoniak / wodór
15,HS6,prof.,"II Wydział Psychologii, II Wydział Psychologii",Konflikt unikanie - unikanie i jego konsekwencje dla posłuszeństwa w paradygmacie Milgrama.
15,HS6,prof.,Instytut Biologii Doświadczalnej im. M. Nenckiego Polskiej Akademii Nauk,"Różnice indywidualne w subiektywnym przeżywaniu czasu: wskaźniki neuropsychologiczne, EEG i fMRI"
15,HS6,prof.,"Wydział Filozoficzny, Wydział Filozoficzny",Auschwitz w pamięci społecznej Polaków po 75 latach. W kontekście przemian pamięci o zagładzie Żydów i II wojnie światow...
15,HS6,prof.,"SWPS Uniwersytet Humanistycznospołeczny z siedzibą w Warszawie, Wydział Psychologii, Wydział Psychologii",Wspieranie ludzi w starszym wieku w dokonywaniu bardziej optymalnych wyborów w złożonych zadaniach decyzyjnych dotyczący...
15,NZ1,prof.,"Uniwersytet Gdański, Wydział Biologii, Wydział Biologii",mikroRNA w regulacji rozwoju bakteriofagów
15,NZ2,prof.,Instytut Podstawowych Problemów Techniki Polskiej Akademii Nauk,Koordynacja wrodzonej odpowiedzi immunologicznej w zainfekowanej populacji komórek: eksperyment i modelowanie matematycz...
15,NZ3,prof.,Instytut Biochemii i Biofizyki Polskiej Akademii Nauk,Dolichol - superlipid niezbędny dla funkcjonowania komórki eukariotycznej
15,NZ7,prof.,Instytut Farmakologii Polskiej Akademii Nauk,Analgezja i hyperalgezja opioidowa w bólu neuropatycznym - mechanizmy i cele dla nowych leków
15,NZ7,prof.,"Szkoła Główna Gospodarstwa Wiejskiego w Warszawie, Wydział Medycyny Weterynaryjnej, Wydział Medycyny Weterynaryjnej","Wirus grypy A (IAV) na polskich fermach trzody chlewnej: epidemiologia, monitoring i zmienność genetyczna"
15,NZ7,prof.,Centrum Medyczne Kształcenia Podyplomowego,Wpływ mikrobiomu jelitowego skrajnie otyłych ludzi na progresję zespołu metabolicznego w mysich modelach
15,NZ7,prof.,Instytut Biologii Doświadczalnej im. M. Nenckiego Polskiej Akademii Nauk,MicroRNA we krwi jako biomarkery choroby Alzheimera: podpis molekularny dla spersonalizowanej terapii
15,NZ8,prof.,Muzeum i Instytut Zoologii Polskiej Akademii Nauk,Wybór partnera i tworzenie się rodzin u kooperatywnego gatunku ptaków
15,ST1,prof.,"Uniwersytet Warszawski, Wydział Matematyki, Informatyki i Mechaniki, Wydział Matematyki, Informatyki i Mechaniki",Matematyczna Mechanika Płynów
15,ST10,prof.,Państwowy Instytut Geologiczny - Państwowy Instytut Badawczy,Zapis paleośrodowiskowy i przyczyny globalnego epizodu Kacak w późnym eiflu (dewon środkowy)
15,ST2,prof.,Centrum Fizyki Teoretycznej Polskiej Akademii Nauk,Dynamiczna niestabilność Stonera
15,ST3,prof.,"Wydział Fizyki, Astronomii i Informatyki Stosowanej, Wydział Fizyki, Astronomii i Informatyki Stosowanej","Silne korelacje elektronowe, nadprzewodnictwo niekonwencjonalne i własności topologiczne wybranych materiałów kwantowych..."
15,ST4,prof.,"Politechnika Warszawska, Wydział Chemiczny, Wydział Chemiczny",Platforma bioanalityczna oparta na tandemowej spektrometrii mas do charakteryzowania superparamagnetycznych nanocząstek ...
